10.303653	10.413647
8.133490	7.672982
6.913134	8.388452
10.750745	11.298987
8.469212	8.435552
9.566264	10.619999
9.542882	9.044605
10.352495	10.214881
10.296134	9.691041
8.640198	8.301268
10.028829	10.632338
9.438663	9.066215
9.770307	10.290430
9.293000	9.475367
7.077226	5.597139
10.049292	10.920437
9.596937	10.858840
8.925043	9.191326
8.778860	9.326615
8.950238	7.818155
8.619473	7.727431
9.832522	11.514541
11.306969	10.847181
8.935062	8.684683
9.708458	9.463421
8.756775	10.659951
8.191434	7.189659
7.372643	6.967743
9.280815	8.771417
9.905790	8.129619
10.114162	10.717411
8.693148	7.026776
10.130777	10.370126
9.131566	8.988345
7.985964	8.002800
8.337770	9.084586
8.904469	8.197941
9.182849	10.137146
9.333487	11.192172
5.777338	5.546081
9.765160	9.655529
9.760645	9.948463
8.641309	10.687993
7.377289	7.551272
8.441840	8.797201
10.768716	11.114463
9.890694	11.084798
7.926861	8.424370
10.872165	8.769466
8.635080	9.253442
9.302438	7.835755
9.151066	11.915037
9.691540	8.717932
9.442124	8.893948
9.542398	9.280487
8.160077	8.392480
7.071027	8.817680
8.749334	9.477860
10.463204	10.993333
9.073452	9.868063
9.419236	8.821454
8.712114	8.526232
8.057402	8.775232
9.797175	10.173290
10.091157	10.208178
8.336669	8.476425
8.914019	8.752714
8.532182	8.435616
8.291984	8.673740
9.169413	8.523924
9.868488	9.117792
9.044973	8.521876
9.571765	10.192597
9.007451	10.285429
10.826833	10.580389
9.038925	7.947574
8.540341	9.629973
8.481712	9.380102
7.772641	8.837143
8.633778	9.392983
9.385181	8.544453
9.896943	10.383769
7.117998	7.396361
8.536915	10.410042
8.592873	8.346482
8.834279	8.472527
8.517499	9.738051
9.524980	11.319044
6.674199	6.983212
9.201271	8.997451
10.731542	9.024879
8.107636	8.553019
9.533160	9.488735
8.042080	7.521095
7.583671	8.087349
9.398613	8.817368
8.691418	9.284190
10.451447	10.564712
10.253580	10.352192
8.050791	7.350312
8.486968	9.218250
8.248436	8.788411
8.243566	7.321261
10.309464	11.437411
10.248526	11.522772
10.015669	9.341576
9.639973	11.432026
8.842597	9.380094
8.428508	8.757371
9.949237	9.888171
10.031781	9.736329
9.503606	9.113934
9.995273	10.404279
9.709682	9.435360
9.213057	7.996412
8.536167	7.979426
9.249094	8.782437
9.196272	10.599653
8.801725	8.391790
7.604491	5.126510
11.181674	10.716263
9.647961	10.723579
7.469028	8.400340
8.527394	7.433566
8.951925	9.380885
9.204931	9.340955
5.865335	7.794008
6.977181	5.023963
6.939548	7.890295
8.637852	8.346873
9.609611	9.490907
7.681346	7.884088
7.552250	7.903002
9.734520	10.398318
9.241794	9.069620
10.001329	9.101038
7.839644	7.527222
8.240636	7.979135
8.575027	10.444904
8.839765	9.439762
8.211015	6.900546
8.069651	6.556907
8.340533	8.696397
8.692255	7.883883
8.381969	7.011560
6.353949	5.523980
8.650013	8.326235
9.181412	7.906071
10.207245	8.705805
9.887789	9.755599
11.191624	11.144844
9.008750	11.426801
7.622477	8.116541
7.081882	6.969212
9.901704	10.198215
10.830752	11.493097
9.010907	8.307019
9.250301	10.473826
9.095715	10.677550
8.659465	8.449881
10.227892	10.969873
11.047147	10.672700
9.585133	9.623653
9.130620	9.124938
8.984151	9.784556
10.563739	10.861044
8.453488	9.073811
8.378239	7.215961
7.239065	6.679155
9.843465	10.047377
7.822044	7.465601
8.514973	6.582816
